anio;mes;semana;dia;hora;subestacion;causa;subcausa;tipodispositivo;afectados
2017;5;20;5;13;27;11;14;6;3630
2017;5;20;5;15;27;11;14;6;3630
2017;5;21;2;13;7;11;14;6;45831
2017;5;21;2;13;18;11;14;6;2204
2017;5;21;2;15;2;3;13;6;68108
2017;5;21;3;20;15;14;18;6;1782
2017;5;21;5;14;15;10;14;6;1782
2017;5;21;6;16;6;10;33;6;4
2017;5;21;6;16;27;11;14;6;15
2017;5;22;1;20;22;10;14;6;3315
2017;5;22;4;13;16;1;4;6;2591
2017;5;22;6;12;16;14;18;6;2591
2017;5;22;7;11;16;10;14;6;2591
2017;5;22;7;11;27;10;14;6;3630
2017;5;22;7;11;27;14;24;6;3650
2017;5;23;2;11;24;10;14;6;2426
2017;5;23;2;15;16;11;14;6;2591
2017;5;23;2;16;16;11;14;6;15257
2017;5;23;2;18;25;14;24;6;2959
2017;6;23;5;14;25;10;14;6;2738
2017;6;23;6;14;22;11;14;6;3315
2017;6;23;6;15;13;11;14;6;846
2017;6;23;6;17;9;1;3;6;4922
2017;6;24;1;14;7;5;14;6;11142
2017;6;24;1;14;8;5;14;6;2240
2017;6;24;1;14;11;5;14;6;7555
2017;6;24;1;14;12;5;14;6;3891
2017;6;24;1;14;13;5;14;6;2544
2017;6;24;1;14;17;5;14;6;1144
2017;6;24;1;14;18;5;14;6;13124
2017;6;24;1;14;21;5;14;6;3605
2017;6;24;1;14;22;5;14;6;1430
2017;6;24;1;14;22;11;14;6;4107
2017;6;24;1;14;24;5;14;6;2654
2017;6;24;1;14;27;5;14;6;6550
2017;6;24;2;13;13;11;14;6;2448
2017;6;24;3;11;16;11;14;6;2591
2017;6;24;3;14;1;11;14;6;10917
2017;6;24;3;14;16;11;14;6;2591
2017;6;24;3;14;25;11;14;6;2738
2017;6;24;3;15;16;11;14;6;2989
2017;6;24;4;16;16;11;14;6;2684
2017;6;24;5;11;27;11;14;6;15
2017;6;25;1;15;6;13;28;6;4
2017;6;25;1;19;12;10;14;6;585
2017;6;25;1;20;22;10;14;6;1430
2017;6;25;7;11;18;5;14;6;3654
2017;6;25;7;11;18;10;14;6;2900
2017;6;26;1;14;24;10;14;6;2426
2017;6;26;1;15;16;10;14;6;2989
2017;6;26;3;11;6;10;14;6;5419
2017;6;26;4;12;15;11;14;6;1647
2017;6;26;7;15;16;11;14;6;2988
2017;6;27;1;12;24;10;14;6;2451
2017;6;27;1;13;16;10;14;6;2690
2017;6;27;1;14;16;10;14;6;2988
2017;6;27;3;11;16;10;14;6;20496
2017;6;27;4;16;25;10;14;6;2972
2017;7;28;3;11;16;10;14;6;2988
2017;7;28;4;14;11;10;14;6;4268
2017;7;28;4;14;11;14;43;6;8098
2017;7;28;4;15;27;11;14;6;3638
2017;7;28;5;13;16;10;14;6;7007
2017;7;28;5;17;22;11;14;6;1436
2017;7;28;6;14;27;11;14;6;3638
2017;7;28;7;13;27;11;14;6;3638
2017;7;29;1;14;24;14;18;6;8983
2017;7;29;2;12;9;11;14;6;4951
2017;7;29;2;13;11;14;18;6;4268
2017;7;29;2;20;15;11;14;6;372
2017;7;29;3;12;5;14;43;6;3797
2017;7;29;3;13;17;10;14;6;372
2017;7;29;3;18;21;11;14;6;4252
2017;7;30;1;11;9;11;14;6;3958
2017;7;30;1;19;15;11;14;6;1786
2017;7;30;3;13;18;11;14;6;935
2017;7;30;5;20;12;14;18;6;583
2017;7;30;7;14;24;3;46;6;2963
2017;7;31;4;12;16;11;14;6;5245
2017;7;31;4;13;6;11;14;6;21
2017;7;31;4;13;16;11;14;6;5245
2017;8;32;2;15;11;3;46;6;4274
2017;8;32;4;16;24;11;14;6;9041
2017;8;32;6;19;17;14;43;6;2715
2017;8;33;1;11;16;10;14;6;3071
2017;8;33;3;15;22;1;29;6;1440
2017;8;33;4;16;6;11;14;6;5
2017;8;33;5;18;16;10;14;6;3071
2017;8;33;7;11;6;10;14;6;3728
2017;8;34;3;12;24;1;7;6;9041
2017;8;34;3;12;24;10;14;6;9041
2017;8;34;5;13;25;11;14;6;2980
2017;8;34;5;15;24;11;14;6;2474
2017;8;34;6;16;11;10;14;6;4274
2017;8;34;6;18;15;3;26;6;1651
2017;8;34;7;15;23;10;14;6;4838
2017;8;34;7;16;24;10;14;6;231
2017;8;35;2;14;6;14;24;6;3681
2017;8;35;2;14;15;11;14;6;1792
2017;8;35;4;14;24;1;3;6;14709
2017;8;35;4;20;13;11;14;6;1719
2017;8;36;2;17;11;14;18;6;4818
2017;9;36;6;13;6;11;14;6;3647
2017;9;36;7;11;9;13;28;6;5127
2017;9;37;1;12;6;14;18;6;3647
2017;9;37;1;17;18;11;14;6;936
2017;9;37;2;11;7;11;14;6;2886
2017;9;37;3;17;20;11;14;6;4251
2017;9;37;5;12;7;11;14;6;2886
2017;9;37;6;12;16;11;14;6;20681
2017;9;38;1;15;16;11;14;6;2593
2017;9;38;1;20;6;14;18;6;3655
2017;9;38;3;13;24;14;24;6;9061
2017;9;39;2;16;25;11;14;6;2986
2017;9;39;3;13;7;11;14;6;2894
2017;9;39;3;14;7;11;14;6;2894
2017;9;39;3;15;7;14;18;6;2894
2017;9;39;7;12;24;15;10;6;9061
2017;9;40;3;18;25;11;14;6;14980
2017;9;40;4;15;12;11;14;6;1130
2017;9;40;6;13;25;1;3;6;5318
2017;9;40;6;17;23;11;14;6;794
2017;10;40;7;13;23;11;14;6;794
2017;10;41;1;17;12;14;24;6;584
2017;10;41;3;11;23;11;14;6;3365
2017;10;41;3;17;24;14;18;6;9061
2017;10;41;4;18;5;14;24;6;3822
2017;10;41;5;15;6;11;14;6;3655
2017;10;41;7;12;16;11;14;6;2709
2017;10;42;4;11;7;15;5;6;4370
2017;10;43;4;18;16;11;14;6;5255
2017;10;44;1;17;21;15;5;6;6964
2017;10;44;5;17;6;14;18;6;5273
2017;10;45;2;12;12;10;14;6;2343
2017;10;45;2;13;12;10;14;6;1653
2017;11;45;3;14;27;10;14;6;3148
2017;11;45;3;16;24;10;14;6;2483
2017;11;45;3;16;27;10;14;6;3148
2017;11;45;4;15;25;10;14;6;2763
2017;11;45;7;20;15;10;14;6;1659
2017;11;46;2;11;11;10;14;6;4831
2017;11;46;6;17;21;10;14;6;4277
2017;11;46;7;19;27;10;14;6;3148
2017;11;47;2;20;5;14;24;6;3822
2017;11;47;3;12;24;10;14;6;9061
2017;11;47;3;16;24;10;14;6;3485
2017;11;47;5;13;22;10;14;6;1438
2017;11;47;7;11;25;10;14;6;2763
2017;11;48;3;18;25;1;35;6;2763
2017;11;48;5;14;24;10;14;6;6633
2017;11;48;5;15;24;1;4;6;6633
2017;11;48;7;17;16;10;14;6;2709
2017;11;49;4;16;27;10;14;6;3150
2017;11;49;4;20;27;10;14;6;3150
2017;12;49;5;14;25;10;14;6;5756
2017;12;49;6;14;27;10;14;6;3150
2017;12;49;7;13;9;10;14;6;3991
2017;12;49;7;13;24;10;14;6;3492
2017;12;50;1;11;23;10;14;6;3382
2017;12;50;6;14;20;10;14;6;12422
2017;12;50;6;15;24;10;14;6;2483
2017;12;50;7;15;23;10;14;6;3382
2017;12;51;4;12;22;10;14;6;3391
2017;12;51;4;20;27;10;14;6;3160
2017;12;53;2;20;12;14;18;6;1214
2017;12;53;5;11;16;10;14;6;2717
2017;12;53;5;12;25;10;14;6;2791
2017;12;53;6;17;7;15;5;6;4030
2017;12;53;7;14;11;10;14;6;4284
2017;12;53;7;19;2;13;18;6;65336
2018;1;1;1;15;11;10;14;6;4284
2018;1;1;2;12;24;15;5;6;2998
2018;1;1;2;16;23;10;14;6;3402
2018;1;1;4;14;16;10;14;6;2717
2018;1;1;4;15;15;10;14;6;1666
2018;1;1;4;15;24;10;14;6;2484
2018;1;1;5;18;16;10;14;6;2717
2018;1;2;1;16;18;14;18;6;486
2018;1;2;2;18;24;10;14;6;2998
2018;1;2;3;13;15;10;14;6;377
2018;1;2;6;14;7;10;14;6;4430
2018;1;3;1;11;16;10;14;6;2597
2018;1;3;2;11;27;10;14;6;806
2018;1;3;2;13;23;10;14;6;3402
2018;1;3;4;14;16;10;14;6;3115
2018;1;3;4;16;9;3;13;6;4000
2018;1;3;6;17;25;10;14;6;2791
2018;1;4;3;19;24;10;14;6;1
2018;1;5;1;12;24;10;14;6;3050
2018;1;5;2;16;25;1;3;6;3024
2018;2;5;4;13;27;10;14;6;3169
2018;2;5;5;17;16;10;14;6;2732
2018;2;6;5;13;6;15;19;6;3764
2018;2;6;5;14;6;14;24;6;5330
2018;2;7;1;14;27;10;14;6;808
2018;2;7;3;16;27;10;14;6;3169
2018;2;7;3;19;27;10;14;6;3169
2018;2;7;4;13;5;15;10;6;3849
2018;2;7;7;11;2;11;41;6;69600
2018;2;8;2;17;16;3;13;6;20846
2018;2;8;3;14;5;10;14;6;915
2018;2;8;3;14;16;10;14;6;2732
2018;2;8;3;15;7;3;13;6;4438
2018;2;9;2;13;27;10;14;6;3169
2018;2;9;3;17;16;10;14;6;2732
2018;3;9;4;12;16;10;14;6;2732
2018;3;9;4;19;22;15;11;6;1460
2018;3;9;5;15;8;5;1;6;2437
2018;3;9;5;15;9;5;1;6;4007
2018;3;9;5;15;11;5;1;6;12467
2018;3;9;5;15;13;5;1;6;5101
2018;3;9;5;15;16;5;1;6;5733
2018;3;9;5;15;17;5;1;6;2731
2018;3;9;5;15;18;5;1;6;7620
2018;3;9;5;15;20;5;1;6;13587
2018;3;9;5;15;21;5;1;6;11406
2018;3;9;5;15;22;5;1;6;9064
2018;3;9;5;15;24;5;1;6;5583
2018;3;9;5;15;24;5;14;6;234
2018;3;9;5;15;27;5;1;6;3169
2018;3;9;7;12;6;15;11;6;5330
2018;3;10;1;12;6;10;14;6;1937
2018;3;10;2;20;22;10;14;6;1460
2018;3;10;3;13;18;10;14;6;489
2018;3;10;3;19;22;10;14;6;1460
2018;3;10;4;15;15;10;14;6;1671
2018;3;10;5;17;16;10;14;6;3128
2018;3;10;7;18;27;10;14;6;3176
2018;3;10;7;19;18;10;14;6;489
2018;3;11;6;14;27;10;14;6;3176
2018;3;12;1;15;17;10;14;6;1564
2018;3;12;1;16;11;5;1;6;3312
2018;3;12;1;16;13;5;1;6;1733
2018;3;12;1;16;17;5;1;6;386
2018;3;12;1;16;18;5;1;6;2945
2018;3;12;1;16;22;5;1;6;4210
2018;3;12;1;16;24;5;1;6;2768
2018;3;12;3;12;22;10;14;6;1460
2018;3;12;3;18;17;10;14;6;1564
2018;3;12;4;12;9;10;14;6;5171
2018;3;12;4;12;25;14;18;6;3031
2018;3;12;4;13;6;10;14;6;10
2018;3;12;5;20;18;10;14;6;4514
2018;3;12;6;11;13;10;14;6;2497
2018;3;13;2;16;16;10;14;6;2731
2018;3;13;4;13;27;10;14;6;3176
2018;3;13;5;15;16;10;14;6;2731
2018;3;13;5;16;16;10;14;6;2731
2018;3;13;5;16;17;14;24;6;1564
2018;4;13;7;16;6;10;14;6;3428
2018;4;14;2;11;25;10;14;6;2826
2018;4;14;4;11;5;14;24;6;5636
2018;4;14;5;16;17;10;14;6;1564
2018;4;14;7;11;18;10;14;6;5710
2018;4;15;1;17;16;10;14;6;2731
2018;4;15;2;13;27;10;14;6;3176
2018;4;15;2;15;27;14;24;6;15
2018;4;15;2;16;17;10;14;6;1564
2018;4;15;2;20;18;10;14;6;11227
2018;4;15;4;19;23;10;14;6;1517
2018;4;15;4;20;24;10;14;6;1
2018;4;15;5;14;27;10;14;6;3176
2018;4;16;3;12;15;10;14;6;379
2018;4;16;4;12;18;10;14;6;5710
2018;4;16;6;13;16;14;18;6;1808
2018;4;16;6;15;17;14;18;6;1564
2018;4;17;3;11;5;14;24;6;4465
2018;4;17;4;14;12;10;14;6;1146
2018;4;17;4;18;20;10;14;6;12467
2018;4;17;6;11;24;10;14;6;2534
2018;4;17;6;16;23;14;18;6;820
2018;4;18;1;11;27;10;14;6;3176
2018;5;18;3;13;25;14;24;6;3031
2018;5;18;4;11;27;10;14;6;3176
2018;5;18;5;16;17;10;14;6;1564
2018;5;18;6;11;24;14;43;6;1
2018;5;18;6;12;24;10;14;6;1
2018;5;18;6;16;24;1;3;6;1
2018;5;18;6;17;27;10;14;6;3176
2018;5;18;6;18;17;14;43;6;1564
2018;5;19;1;15;16;10;14;6;3128
2018;5;19;1;16;16;10;14;6;1808
2018;5;19;1;18;27;10;14;6;3176
2018;5;19;3;11;15;10;14;6;1671
2018;5;19;4;15;16;10;14;6;2731
2018;5;19;4;20;25;10;14;6;2826
2018;5;19;7;12;12;10;14;6;1081
2018;5;20;2;11;6;14;18;6;3735
2018;5;20;2;15;18;16;14;6;9055
2018;5;20;2;15;18;16;33;6;11264
2018;5;20;2;15;24;16;14;6;7135
2018;5;20;6;14;24;10;14;6;3082
2018;5;20;6;15;16;10;14;6;8027
2018;5;21;1;18;11;14;18;6;4876
2018;5;21;4;18;16;10;14;6;20951
2018;5;21;7;12;12;10;14;6;1081
2018;5;21;7;12;12;13;43;6;4627
2018;5;21;7;20;27;10;14;6;3169
2018;6;22;6;19;16;10;14;6;2617
2018;6;23;4;20;22;10;14;6;1464
2018;6;23;6;14;25;10;14;6;3026
2018;6;25;3;11;9;10;14;6;20951
2018;6;25;3;14;12;10;14;6;1081
2018;6;25;6;11;18;10;14;6;2241
2018;6;26;2;12;12;10;14;6;331
2018;6;26;3;12;16;10;14;6;2727
2018;6;26;4;11;13;10;14;6;1740
2018;6;26;4;13;18;10;14;6;1522
2018;7;26;7;12;17;10;14;6;1561
2018;7;27;1;12;12;10;14;6;257
2018;7;27;2;15;16;14;43;6;2617
2018;7;27;2;17;16;14;18;6;2617
2018;7;27;2;20;15;10;14;6;1806
2018;7;27;3;17;16;10;14;6;2617
2018;7;27;4;11;24;14;18;6;235
2018;7;27;6;11;5;10;14;6;5609
2018;7;28;1;14;17;10;14;6;389
2018;7;28;1;19;17;14;43;6;389
2018;7;28;2;16;27;10;14;6;3688
2018;7;28;2;18;24;10;14;6;3082
2018;7;28;3;15;10;10;14;6;3516
2018;7;28;3;16;10;10;14;6;7032
2018;7;28;5;15;17;10;14;6;389
2018;7;28;5;16;17;10;14;6;778
2018;7;28;6;14;23;10;14;6;3449
2018;7;28;6;14;27;10;14;6;3688
2018;7;29;2;16;5;11;24;6;5609
2018;7;29;6;17;9;10;14;6;4017
2018;7;29;6;19;27;15;45;6;3688
2018;7;29;7;11;22;1;3;6;1370
2018;7;30;1;20;27;10;14;6;3688
2018;7;30;2;15;24;14;18;6;740
2018;7;30;3;11;5;10;14;6;5609
2018;7;30;7;17;5;10;14;6;5609
2018;7;31;1;16;27;10;14;6;3688
2018;7;31;2;11;15;10;14;6;504
2018;8;32;2;15;25;10;14;6;3026
2018;8;32;4;17;12;14;24;6;1081
2018;8;32;5;12;15;14;24;6;1806
2018;8;32;6;11;15;14;43;6;1806
2018;8;32;7;11;17;10;14;6;389
2018;8;33;4;17;21;10;14;6;4354
2018;8;34;1;15;27;14;18;6;3688
2018;8;34;3;14;17;10;14;6;390
2018;8;35;1;13;17;14;18;6;391
2018;8;35;1;19;18;10;14;6;495
2018;8;35;1;20;16;14;43;6;2751
2018;8;35;3;19;25;10;14;6;2897
2018;9;35;7;14;16;14;18;6;2640
2018;9;35;7;15;24;10;14;6;3114
2018;9;35;7;16;24;14;24;6;3114
2018;9;35;7;18;27;15;45;6;3699
2018;9;36;1;16;25;14;18;6;5471
2018;9;36;1;19;25;3;26;6;2897
2018;9;36;3;15;9;16;1;6;4033
2018;9;36;3;15;13;16;1;6;3414
2018;9;36;3;15;17;16;1;6;786
2018;9;36;3;15;18;16;1;6;495
2018;9;36;3;15;22;16;1;6;1466
2018;9;36;4;15;17;10;14;6;1573
2018;9;37;5;14;24;10;14;6;3114
2018;9;37;5;15;7;3;13;6;2971
2018;9;37;6;14;6;10;14;6;4892
2018;9;37;6;20;23;10;14;6;1529
2018;9;38;3;12;27;14;18;6;20
2018;9;38;6;13;24;14;43;6;21
2018;9;38;7;13;18;10;14;6;496
2018;9;39;4;15;27;10;14;6;3721
2018;9;39;5;12;23;14;24;6;828
2018;9;39;6;12;27;10;14;6;5872
2018;9;39;7;12;27;10;14;6;3721
2018;9;39;7;15;27;10;14;6;3721
2018;10;40;3;12;27;15;45;6;3721
2018;10;40;4;16;27;15;45;6;3721
2018;10;40;4;19;27;10;14;6;3721
2018;10;40;5;11;24;14;43;6;3146
2018;10;40;7;11;27;10;14;6;3721
2018;10;40;7;12;2;1;22;6;66959
2018;10;40;7;12;13;1;22;6;5930
2018;10;40;7;12;27;10;14;6;3721
2018;10;40;7;13;5;14;28;6;914
2018;10;40;7;15;27;10;14;6;3721
2018;10;41;1;12;24;10;14;6;3146
2018;10;41;1;13;5;5;1;6;7820
2018;10;41;1;13;7;5;1;6;8662
2018;10;41;1;13;8;5;1;6;2450
2018;10;41;1;13;9;5;1;6;4035
2018;10;41;1;13;11;5;1;6;12551
2018;10;41;1;13;13;5;1;6;5166
2018;10;41;1;13;16;5;1;6;11053
2018;10;41;1;13;17;5;1;6;2760
2018;10;41;1;13;18;5;1;6;5251
2018;10;41;1;13;20;5;1;6;10626
2018;10;41;1;13;21;5;1;6;15339
2018;10;41;1;13;22;5;1;6;9234
2018;10;41;1;13;24;5;1;6;3546
2018;10;41;1;13;27;5;1;6;3721
2018;10;41;1;14;5;14;18;6;4311
2018;10;41;1;14;18;13;24;6;11443
2018;10;41;2;11;27;14;24;6;3721
2018;10;41;4;12;23;15;12;6;3482
2018;10;41;5;17;22;10;14;6;4296
2018;10;41;7;15;12;10;14;6;335
2018;10;42;1;14;27;10;14;6;3721
2018;10;42;4;14;12;15;45;6;335
2018;10;42;4;14;16;10;14;6;722
2018;10;42;4;15;11;5;21;6;3309
2018;10;43;2;18;27;14;16;6;3721
2018;10;43;3;16;24;14;28;6;2543
2018;10;43;3;17;18;13;24;6;11443
2018;10;43;4;12;20;10;14;6;5057
2018;10;43;5;12;27;10;14;6;3721
2018;10;43;6;11;1;5;1;6;13532
2018;10;43;6;11;2;5;1;6;103473
2018;10;43;6;11;5;5;1;6;7820
2018;10;43;6;11;7;5;1;6;8662
2018;10;43;6;11;8;5;1;6;2450
2018;10;43;6;11;9;5;1;6;4035
2018;10;43;6;11;11;5;1;6;12551
2018;10;43;6;11;13;5;1;6;5166
2018;10;43;6;11;16;5;1;6;10331
2018;10;43;6;11;17;5;1;6;2760
2018;10;43;6;11;18;5;1;6;11298
2018;10;43;6;11;20;5;1;6;12671
2018;10;43;6;11;21;5;1;6;15339
2018;10;43;6;11;24;5;1;6;6692
2018;10;43;6;11;27;5;1;6;3721
2018;10;43;6;11;27;15;12;6;3721
2018;10;43;6;12;27;5;1;6;15955
2018;10;43;7;11;5;14;24;6;3798
2018;10;44;1;14;18;10;14;6;946
2018;10;44;1;17;7;15;5;6;4517
2018;10;44;1;20;27;10;14;6;3721
2018;11;45;2;15;7;10;14;6;4517
2018;11;45;6;15;7;5;33;6;4517
2018;11;45;6;15;11;5;33;6;12551
2018;11;45;6;15;17;5;33;6;1578
2018;11;45;6;15;18;5;33;6;6823
2018;11;45;6;15;22;5;33;6;5769
2018;11;45;6;15;24;5;33;6;3313
2018;11;45;7;16;22;13;43;6;5843
2018;11;46;4;11;24;1;3;6;1
2018;11;46;4;13;27;10;14;6;3723
2018;11;46;4;14;24;10;14;6;3144
2018;11;46;5;11;27;10;14;6;3723
2018;11;46;5;20;25;10;14;6;5480
2018;11;46;7;14;1;5;14;6;4852
2018;11;46;7;14;18;5;14;6;1557
2018;11;47;2;15;15;3;13;6;382
2018;11;47;3;14;2;5;26;6;70376
2018;11;47;3;14;18;5;33;6;9326
2018;11;47;3;18;5;14;43;6;3797
2018;11;47;5;11;18;10;14;6;2252
2018;11;47;6;13;18;10;14;6;4288
2018;11;47;6;18;23;10;14;6;3482
2018;11;48;1;13;16;10;14;6;2754
2018;11;48;1;17;21;14;24;6;7134
2018;11;48;4;13;11;14;24;6;672
2018;11;48;5;13;21;10;14;6;4418
2018;12;48;7;16;12;10;14;6;2370
2018;12;49;1;19;25;14;18;6;5480
2018;12;49;4;14;25;14;24;6;3053
2018;12;49;7;11;18;10;14;6;5748
2018;12;49;7;14;6;14;18;6;4181
2018;12;49;7;16;6;14;18;6;4211
2018;12;50;1;11;12;10;14;6;2370
2018;12;50;2;15;27;10;14;6;3723
2018;12;50;2;16;5;14;28;6;4311
2018;12;50;7;18;24;10;14;6;2543
2018;12;51;4;15;18;10;14;6;2252
2018;12;51;5;13;23;10;14;6;3482
2018;12;51;6;15;25;10;14;6;2910
2018;12;52;3;19;25;14;24;6;2910
2018;12;52;5;14;27;15;45;6;3723
2018;12;53;1;13;5;14;43;6;914
2019;1;1;2;11;5;3;46;6;914
2019;1;1;2;12;5;3;46;6;914
2019;1;1;3;18;23;10;14;6;3482
2019;1;1;5;13;17;10;14;6;1578
2019;1;1;7;14;24;14;24;6;233
2019;1;1;7;16;26;14;18;6;2842
2019;1;2;1;14;25;10;14;6;5480
2019;1;2;3;12;16;10;14;6;2754
2019;1;2;3;12;27;10;14;6;3729
2019;1;2;3;18;27;10;14;6;20
2019;1;2;4;14;27;10;14;6;15955
2019;1;2;4;18;12;10;14;6;258
2019;1;2;5;14;27;10;14;6;15953
2019;1;2;6;18;5;10;14;6;914
2019;1;3;5;11;22;10;14;6;1473
2019;1;3;6;20;23;14;24;6;3482
2019;1;4;2;12;5;13;24;6;30415
2019;1;4;2;12;18;5;1;6;3809
2019;1;4;3;11;20;10;14;6;5057
2019;1;4;5;12;27;10;14;6;3197
2019;1;4;5;16;27;10;14;6;3197
2019;1;4;5;19;27;10;14;6;3197
2019;1;4;7;11;7;5;14;6;4517
2019;1;4;7;16;23;14;24;6;828
2019;1;5;1;14;20;13;24;6;12551
2019;1;5;1;15;6;14;43;6;1794
2019;1;5;1;15;27;14;18;6;20
2019;1;5;2;16;25;14;18;6;2910
2019;1;5;2;17;1;5;13;6;4073
2019;1;5;2;17;1;5;14;6;16480
2019;1;5;2;17;2;5;13;6;72369
2019;1;5;2;17;5;5;13;6;7821
2019;1;5;2;17;7;5;13;6;8662
2019;1;5;2;17;8;5;13;6;2450
2019;1;5;2;17;9;5;14;6;4035
2019;1;5;2;17;11;5;13;6;9242
2019;1;5;2;17;11;5;14;6;3309
2019;1;5;2;17;13;5;13;6;5166
2019;1;5;2;17;16;5;13;6;7211
2019;1;5;2;17;16;5;14;6;3120
2019;1;5;2;17;17;3;13;6;1578
2019;1;5;2;17;17;5;13;6;1182
